Κωδικός;Όνομα;ΑΦΜ;Υπόλοιπο;Χώρα;Καθεστώς Φ.Π.Α.;Λογ. Κατηγορία;Όνομα - Επάγγελμα;Χρέωση;Πίστωση;Τζίρος
ΠΕΛΑ-00000048;DANTE TRADING MONOΠΡΟΣΩΠΗ ΕΠΕ;800588665;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΗΛΕΚΤΡΟΝΙΚΟ ΕΜΠΟΡΙΟ ΚΑΙ ΥΠΗΡΕΣΙΕΣ ΔΙΑΔΥΚΤΙΟΥ;0,00;0,00;0,00
ΠΕΛΑ-00000052;ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΕΜΜΑΝΟΥ ΓΕΩΡΓΙΟΣ;140933750;731,43;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Λιανικό εμπόριο;8.529,46;7.798,03;6.657,66
ΠΕΛΑ-00000053;ΣΤΑΜΟΥΛΗΣ Π ΚΑΙ ΣΙΑ ΟΕ;997450187;-0,57;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΕΣΤΙΑΤΟΡΙΟ;447,07;447,64;395,64
ΠΕΛΑ-00000055;Shop Neighbourhood;17271515168;0,00;Australia;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;ΕΜΠΟΡΙΟ ΤΡΟΦΙΜΩΝ & ΠΟΤΩΝ;0,00;0,00;0,00
ΠΕΛΑ-00000058;CC EU UNIPESSOAL LDA;516666290;0,00;Portugal;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000060;Γ ΤΡΟΥΛΗΣ ΤΟΥΡΙΣΤΙΚΕΣ ΚΑΙ ΞΕΝΟΔΟΧΕΙΑΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΕ;094195148;136,85;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;136,85;0,00;0,00
ΠΕΛΑ-00000061;NACARO FOODS I K E;000000000;4.099,23;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ ΤΡΟΦΙΜΩΝ;4.099,23;0,00;0,00
ΠΕΛΑ-00000064;LEONIDAS HOTEL 2 ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ;997022992;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;158,67;158,67;133,83
ΠΕΛΑ-00000067;ΠΑΤΡΙΚΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΓΕΡΑΣΙΜΟΣ;059762793;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Λιανικο εμπόριο;0,00;0,00;0,00
ΠΕΛΑ-00000073;ΑΡΙΑΔΝΗ ΑΕ;094044506;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;0,00;0,00;0,00
ΠΕΛΑ-00000076;ΑΦΟΙ ΤΡΟΥΛΗ ΑΕΞΤΕ;999082333;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΞΕΝ. ΤΟΥΡ. ΕΠΙΧΕΙΡΗΣΕΙΣ;0,00;0,00;0,00
ΠΕΛΑ-00000086;ΣΤΑΓΚΟΥΡΑΚΗΣ ΑΛΕΞΑΝ ΓΕΩΡΓΙΟΣ;035123811;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Παραγωγή ξιδιού και υποκατάστατων του ξιδιού;0,00;0,00;0,00
ΠΕΛΑ-00000087;OIA OASIS ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ;801740179;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Λιανικο εμπόριο;0,00;0,00;0,00
ΠΕΛΑ-00000095;ΚΡΗΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΕΠΕΞΕΡΓ ΚΡΕΑΤ ΑΕΞΕ;094460317;313,34;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ;313,34;0,00;0,00
ΠΕΛΑ-00000111;Julada GmbH;DE340223952;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000112;zum Glueck, Kurth + Lieder GbR;311807128;15,15;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.531,20;1.516,05;791,64
ΠΕΛΑ-00000113;Modern Life fun, S.L.;B67419697;378,27;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.257,38;879,11;1.163,84
ΠΕΛΑ-00000114;WE ARE DOT SL;ESB16509420;0,00;Ελλάδα;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000115;LAGOM RETAIL LIMITED;GB325768967000;0,00;Great Britain;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000116;Ocelot Chocolate Ltd.;GB199880627;0,00;Great Britain;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000122;ΠΟΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΥΡΙΑΚΟΣ;038299822;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Eμποριο ειδών υγιεινής διατροφής;0,00;0,00;0,00
ΠΕΛΑ-00000140;Faire Wholesale, Inc.;EIN: 81-4549038;0,00;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000143;Quince & Cook;210649141;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000163;ΜΑΡΙΑ ΣΟΥΛΑΔΑΚΗ ΣΟΥΛΑΔΑΚΗΣ ΔΗΜΗΤΡΗΣ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ;801789504;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000174;Hong Kong TV Shopping Network Co. Ltd`;62743672-000-02-23-0;0,00;China;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000177;Ô fil des saisons;72910769298;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000179;NEOSOCIETY MUNICH;369093143;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000182;Studio.drei;326318090;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000184;Perlenfischer Store Köln;246708417;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000185;Delicatess'n Coffee;40952323764;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000189;Cigale Feinkost;285440870;40,64;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;534,60;493,96;270,90
ΠΕΛΑ-00000479;Die Buchfischerei;455812804;0,00;Germany;OSS Germany;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000480;maison de famille;fr26338720642;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;300,12;300,12;270,88
ΠΕΛΑ-00000481;Madahe Distribution SL;SPB42877704;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000482;Petit Bonbon;721113215;0,00;Canada;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;4.564,09;4.564,09;2.066,58
ΠΕΛΑ-00000401;MOOSGRÜN The Family Concept Store;DE349914923;191,37;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;545,88;354,51;489,71
ΠΕΛΑ-00000402;VIOLAS’ Hamburg - Eppendorf;191447092;661,50;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.277,64;1.616,14;1.172,54
ΠΕΛΑ-00000403;Le Bali;20927684464;37,81;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;296,74;258,93;265,80
ΠΕΛΑ-00000404;Oliven & Öl;CHE-370.948.526;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;5.073,59;5.073,59;4.400,00
ΠΕΛΑ-00000406;Die POTTEERY - Teegeschäft und Keramik selbst bemalen;370355263;428,21;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.534,00;2.105,79;2.017,09
ΠΕΛΑ-00000407;Kaufhaus Popp;DE149772042;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000408;ZeitRaum PopUp Shop;325652991;327,14;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;3.762,58;3.435,44;2.912,23
ΠΕΛΑ-00000410;248 COLMADO;B65311193;8,14;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;307,60;299,46;307,60
ΠΕΛΑ-00000412;Layback GmbH & Co. KG;305286868;622,62;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.002,22;379,60;952,59
ΠΕΛΑ-00000413;LE CAFARD SARL;12940292683;353,44;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;353,44;0,00;330,00
ΠΕΛΑ-00000414;Maison James close;FR89538247529;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;433,26;433,26;0,00
ΠΕΛΑ-00000415;Kaufhaus Hamburg;284404018;485,23;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.517,73;1.032,50;1.359,23
ΠΕΛΑ-00000416;Klaas. R + A Klaas Fashion GmbH;812942024;641,98;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;3.963,31;3.321,33;3.577,90
ΠΕΛΑ-00000417;Le Grand Magasin;17500702006;431,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;431,00;0,00;396,00
ΠΕΛΑ-00000418;GRAND BAIN;13903508893;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000420;Adar - Traiteur & épicerie;65898361670;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;306,25;306,25;280,65
ΠΕΛΑ-00000421;KüchenliebeNeun;DE190710630;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000422;SERENDIPITY;FR81911561694;384,20;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.215,81;831,61;1.065,59
ΠΕΛΑ-00000424;Resort - concept store;U68162347;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.238,30;1.238,30;864,20
ΠΕΛΑ-00000427;Épicerie du coin by Odran;FR28841114424;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000718;SCHEE GmbH;304700744;2.978,05;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;8.704,40;5.726,35;8.172,15
ΠΕΛΑ-00000719;CHEZ CÉCÉ;000000000;0,00;France;OSS France;Πελάτες λιανικής OSS;;463,32;463,32;351,60
ΠΕΛΑ-00000720;Da Giulia épicerie;85530247097;361,80;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.774,41;1.412,61;1.622,00
ΠΕΛΑ-00000721;Depairon Distribution;0755370177;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;296,60;296,60;132,30
ΠΕΛΑ-00000722;Papierblume Claudia Kraus;294910757;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;178,00;178,00;150,00
ΠΕΛΑ-00000723;Pizzetti Home Lda;516205854;23,25;Portugal;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;274,20;250,95;243,00
ΠΕΛΑ-00000724;Batela and Friends;369923858;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;364,40;364,40;330,00
ΠΕΛΑ-00000535;Retail Customer FL - &OPEN;;0,00;Finland;OSS Finland;Πελάτες λιανικής OSS;;0,00;0,00;0,00
ΠΕΛΑ-00000538;Stichting De Fenix;859714159B01;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;2.101,58;2.101,58;1.958,62
ΠΕΛΑ-00000539;Design Zentrum Nordrhein Westfalen e. V.;119655656;-239,40;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;842,40;1.081,80;770,40
ΠΕΛΑ-00000540;SINGULIER STORE;26888709284;68,76;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.564,81;1.496,05;458,40
ΠΕΛΑ-00000550;Sonar Project SRL;43066360;1.591,40;Romania;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.591,40;0,00;1.436,40
ΠΕΛΑ-00000560;Onesevensix;0773415741;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000575;STEFFL Handels GmbH;U65404127;13.495,06;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;13.495,06;0,00;-6.535,49
ΠΕΛΑ-00000579;YSCH - Visuelle Kommunikation;276912216;0,00;Germany;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΕΕ;Γραφικές Τέχνες;0,00;0,00;0,00
ΠΕΛΑ-00000632;Echtzeit GmbH & Co.KG;169584313;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΩΝ ΣΕ ΘΕΜΑΤΑ ΜΑΡΚΕΤΙΓΚ;71,50;71,50;71,50
ΠΕΛΑ-00000633;DRUGSTORE CHAMPS ELYSEES;30391517323;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.349,00;2.349,00;2.181,00
ΠΕΛΑ-00000637;La maison etoile;79890016991;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;304,76;304,76;164,76
ΠΕΛΑ-00000696;Winkontent Ltd;843893782;0,00;United Kingdom;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;113,48;113,48;96,00
ΠΕΛΑ-00000305;AURA JUICES LDA;517649764;0,00;Portugal;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000497;Hernández Oslo;934097564;0,00;Norway;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000498;Wallners Nudelei;ATU78337836;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;293,52;293,52;236,02
ΠΕΛΑ-00000214;RENOUVEAU;75887992147;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000216;Rasmussons;292979396;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000217;NOVEL;814384284;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000302;Gumbostrand Konst & Form;21044803;0,00;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000660;STOCKER GMBH;U19396106;0,20;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;673,20;673,00;613,20
ΠΕΛΑ-00000379;MEIN LIEBER SCHWAN. Concept Store;DE210322437;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000380;Hey store GmbH;307571469;333,47;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.313,12;979,65;945,54
ΠΕΛΑ-00000382;Wandel...bar;DE367000800;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000834;Blumen Bethli / Café Tübli;CHE114.785.081;498,71;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;498,71;0,00;498,71
ΠΕΛΑ-00000835;Kuchlkastl;U66346901;380,32;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;380,32;0,00;380,32
ΠΕΛΑ-00000836;Behmann Mode;U67350635;981,20;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;981,20;0,00;981,20
ΠΕΛΑ-00000837;SvS Trading / Consulting;349059169;200,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;200,00;0,00;200,00
ΠΕΛΑ-00000838;Les Délices de l'Impérial;0882661101;175,93;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;175,93;0,00;150,00
ΠΕΛΑ-00000839;matter urban market;277162204;531,28;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;531,28;0,00;491,24
ΠΕΛΑ-00000840;BloemBar;0746668485;385,80;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;385,80;0,00;385,80
ΠΕΛΑ-00000841;Les Galeries 27;000000000;601,29;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;601,29;0,00;514,20
ΠΕΛΑ-00000842;Frk. Mage;32312039;791,50;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;791,50;0,00;739,20
ΠΕΛΑ-00000843;Doughpamine;46566831;394,20;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;394,20;0,00;394,20
ΠΕΛΑ-00000844;UAB AUTOMATIZAVIMO SPRENDIMAI;100002447712;430,20;Lithuania;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;430,20;0,00;394,20
ΠΕΛΑ-00000845;Naturbursche Kulturgüter GmbH;291145675;463,17;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;463,17;0,00;416,20
ΠΕΛΑ-00000846;Die Beckerei;311308428;187,80;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;187,80;0,00;187,80
ΠΕΛΑ-00000602;Babylon Mercantile;000000000;0,00;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.098,64;1.098,64;0,00
ΠΕΛΑ-00000603;Precht GmbH;U75383924;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000604;VIEW-MEDIA.BE BV;0732927149;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000605;Sarl Atelier b;77829671221;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000606;Asc chaussure cordonnerie maroquinerie accessoires;02752360644;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;148,59;148,59;0,00
ΠΕΛΑ-00000607;Sara Jane;57532886199;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;299,17;299,17;0,00
ΠΕΛΑ-00000608;Kleine Bande, Daniela Merkel & Anya Roloff GbR;353334589;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;229,57;229,57;0,00
ΠΕΛΑ-00000609;Cooperativa din Deal;46362548;0,00;Romania;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;287,84;287,84;0,00
ΠΕΛΑ-00000610;Maisonnee;55850914052;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;251,65;251,65;0,00
ΠΕΛΑ-00000611;spot and co;000000000;0,00;Cyprus;OSS Cyprus;Πελάτες εξωτερικού ΕΕ;;533,01;533,01;0,00
ΠΕΛΑ-00000612;Hope In Style;05419710289;0,00;Italy;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;650,23;650,23;0,00
ΠΕΛΑ-00000613;BONREAL Immobilienvermittlung GmbH;U63330568;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000614;Jähn & Bieg StBG PartG mbB;815795488;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000615;Suite Professional Staging;000000000;0,00;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;450,74;450,74;0,00
ΠΕΛΑ-00000616;Moaai Design Shop;7811592506;0,00;Poland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;350,58;350,58;0,00
ΠΕΛΑ-00000617;Nica's Cosmos - favourites for kids & mums;815916300;286,85;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.205,49;918,64;1.080,49
ΠΕΛΑ-00000618;Hej Hamborg;286120194;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;543,61;543,61;469,27
ΠΕΛΑ-00000619;Istorja House no9;10406840P;0,00;Cyprus;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;586,08;586,08;405,70
ΠΕΛΑ-00000620;Scally's SuperValu;3580867MH;942,60;Ireland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.363,75;1.421,15;2.243,44
ΠΕΛΑ-00000621;A PAVI Concept Store;327475538;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;246,07;246,07;201,57
ΠΕΛΑ-00000622;Esplanaden FEM;556222913701;0,00;Sweden;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;481,00;481,00;394,17
ΠΕΛΑ-00000623;ROKING POPCORN;1016297308;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;235,45;235,45;192,60
ΠΕΛΑ-00000624;ARCO PRIME GROUP  ΣΙΑ ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ;802230872;523,77;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;686,49;162,72;606,44
ΠΕΛΑ-00000625;Vitrin112 bv;1018637382;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;55,41;55,41;49,00
ΠΕΛΑ-00000626;Rosarot;331838480;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.011,39;1.011,39;906,92
ΠΕΛΑ-00000627;Gustonarium;293473303;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;244,55;244,55;201,41
ΠΕΛΑ-00000499;Fair Affairs GmbH;350837580;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;326,30;326,30;0,00
ΠΕΛΑ-00000500;tischkultur!;812062684;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000501;GOPF!einrichtungen gmbh;CHE-108.804.830;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;517,92;517,92;422,56
ΠΕΛΑ-00000506;Petite Puce GmbH;CHE-328657852;1.087,30;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;2.249,69;1.162,39;1.898,37
ΠΕΛΑ-00000507;monomint;366274360;22,27;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;826,25;803,98;778,20
ΠΕΛΑ-00000508;GEORGIOS+ CO;75709311681;0,00;Australia;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;332,40;332,40;215,47
ΠΕΛΑ-00000509;The Corner;27483524;0,00;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.977,60;1.977,60;549,48
ΠΕΛΑ-00000695;Juntos Deli;B57878290;1.123,74;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;4.218,61;3.094,87;3.972,16
ΠΕΛΑ-00000697;Charlottes Concept Store;341359283;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;567,02;567,02;528,50
ΠΕΛΑ-00000698;wienzwoelf & friends concept store;U66931500;-3,72;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;660,36;664,08;601,49
ΠΕΛΑ-00000699;Tilia;00918576513;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;949,57;949,57;881,80
ΠΕΛΑ-00000700;STOOR.;283751152;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;441,56;441,56;255,24
ΠΕΛΑ-00000701;Georgette et Cie;38918573163;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;507,79;507,79;450,50
ΠΕΛΑ-00000703;Atelier Depaepe;0808741260;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;570,45;570,45;528,28
ΠΕΛΑ-00000704;Det lille Madhus;DK44066483;0,00;Denmark;OSS Denmark;Πελάτες εξωτερικού ΕΕ;;899,80;899,80;569,44
ΠΕΛΑ-00000705;NESTOR ET SUZIE;27900044090;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;767,50;767,50;702,60
ΠΕΛΑ-00000706;Brünings Scheune Fischerhude;266274103;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;247,61;247,61;221,25
ΠΕΛΑ-00000707;sin amor, no | morning bar;Y7697674W;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;190,22;190,22;163,20
ΠΕΛΑ-00000459;Nojii concept store;32508976693;39,87;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;561,40;521,53;530,40
ΠΕΛΑ-00000460;Mariposa Interior & Design Jürgen Nazor;DE208076164;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
